情感极性,博主,发布时间,博文
0,丁香园,01月24日 00:52,过去一小时，江西新增 4 例确诊，云南新增 1 例确诊，河北出现首例死亡病例。新冠肺炎病毒已确定来自野生动物；财政部拨 10 亿补助湖北防控疫情；武汉网约出租停运，巡游出租单双号限行 ?
1,九江共青城发布,01月24日 00:52,#快手助力 武汉加油##快手向武汉捐赠一个亿# 快手科技向武汉市政府捐赠一亿元人民币，共同遏制疫情蔓延@快手。 ???
0,丁香医生,01月24日 00:54,过去一小时，江西新增 4 例确诊，云南新增 1 例确诊，河北出现首例死亡。新冠肺炎病毒已确定来自野生动物；财政部拨10亿补助湖北防控疫情；武汉网约出租停运，巡游出租单双号限行 ?
0,丁香医生,01月24日 00:54,过去一小时，江西新增 4 例确诊，云南新增 1 例确诊，河北出现首例死亡。新冠肺炎病毒已确定来自野生动物；财政部拨10亿补助湖北防控疫情；武汉网约出租停运，巡游出租单双号限行 ?
0,天天睡不醒,01月24日 00:55,武汉已经封城了，终于是想尽一切办法开始控制病毒，这个病毒来源于中国人吃的野味，这个视频告诉大家为什么野生动物以前可以吃现在不能吃了。#全国确诊新型肺炎病例##抗击新型肺炎第一线#  L天天睡不醒的微博视频 ?
0,河北新闻网,01月24日 00:55,【河北省确诊第2例新型冠状病毒感染的肺炎病例】1月23日，我省确诊第2例新型冠状病毒感染的肺炎病例。患者陈某，男，80岁，沧州市南皮县人，在武汉探亲居住2月余，返回南皮县后出现胸闷、呼吸困难，入院隔离治疗，伴有高血压、慢性支气管炎、肺气肿等基础疾病，1月22日抢救无效死亡。1月23日，省市专 ?  展开全文c
-1,太行日报,01月24日 00:56,#新型冠状病毒# 晋城市新型冠状病毒感染肺炎疫情防控指挥部消息：网上流传白云社区发现“首例”疫情视频真实情况是：元月23日下午，疫情防控指挥部接市长热线转来群众举报，一女子从武汉返回，位于兰花城负一楼。指挥部得知消息后迅即调集公安、医护人员一同跟随女子至白云社区，最终劝说并陪同其乘坐 ?  展开全文c
0,太行日报,01月24日 00:56,#新型冠状病毒# 晋城市新型冠状病毒感染肺炎疫情防控指挥部消息：网上流传白云社区发现“首例”疫情视频真实情况是：元月23日下午，疫情防控指挥部接市长热线转来群众举报，一女子从武汉返回，位于兰花城负一楼。指挥部得知消息后迅即调集公安、医护人员一同跟随女子至白云社区，最终劝说并陪同其乘坐 ?  展开全文c
-1,导盲猫帅帅爱笑笑,01月24日 00:57,明知道会传染    还到处旅游   励志要当超级传染（源）员？  大家转给以下几个地方的朋友   小心啊    #疫情地图##武汉加油##新型冠状病毒肺炎纳入法定传染病# ?
0,九江共青城发布,01月24日 01:00,【#武汉市民因疫情取消年夜饭#，酒店提前关门路边甩卖食材】1月23日，湖北武汉。市民纷纷响应疫情相关防控措施规定，取消了在酒店预定的年夜饭。一酒店因无人就餐提前关门，将为年夜饭准备的食材放在路边低价甩卖。酒店老板称，海鲜不甩卖就可惜了，只想卖完回家过年。#武汉封城后的市民生活#  ?  展开全文c
0,新浪陕西,01月24日 01:00,#陕西防控新型肺炎# 【陕西省疾控中心主任呼吁：从武汉来陕、返陕人员主动居家隔离14天】陕西省疾控中心主任刘峰接受采访时表示：最近15天从武汉来陕、返陕的人员要配合做好疫情防控工作，主动居家隔离14天，14天内不要走亲访友、不与外人接触。14天后如无症状可解除隔离。（陕西都市快报） ?
0,九江共青城发布,01月24日 01:02,#主播说联播#【#疫情面前不分武汉人和非武汉人#】今天，进出武汉的通道进行了管制甚至封闭。这不是要封闭这座城，而是努力封住病毒扩散通道，封堵病源移动路径。全国人民对武汉的支援将一直是开放的、全方位的，绝不会封闭。疫情面前，不分武汉人和非武汉人，因为面对疫情，除了战胜它我们也别无选择！ ?  展开全文c
0,梨视频,01月24日 01:03,【#各地医生驰援湖北#，医护请战上演“最美逆行”】随着湖北的疫情发展，武汉开通24小时电话，接收社会各界爱心捐赠。广西一公司捐出10万个罗汉果，多家电商平台召集供应商，调配口罩、防护服等专供湖北。上海、四川等地医护人员上演“最美逆行”，驰援武汉共同抗击疫情。#新型肺炎抗疫全记录# ?  展开全文c
0,财经网,01月24日 01:08,【#武汉多家医院急需物资捐赠# 武汉市慈善总会负责接受捐款和通用物资】1月23日，武汉儿童医院、武汉市第三医院、武汉协和医院等多家医院发公告称接受防护物资等捐赠。武汉发布新冠肺炎防控指挥部通告，当前急需用于疫情防控的物资包括医用设备、医疗设备、防护设备等。武汉市慈善总会负责接受捐款和通 ?  展开全文c
0,南宁晚报,01月24日 01:10,【致武汉来邕返邕人员的一封信】各位武汉来邕、返邕人员：连日来，新型冠状病毒感染的肺炎疫情席卷而来，全国各地正积极有效开展疫情防控工作。疫情发生后，党中央、国务院高度重视，习近平总书记作出重要指示，李克强总理作出批示。为守护人民群众身体健康和生命安全，自治区党委、政府，市委、市政 ?  展开全文c
0,生活报,01月24日 01:13,#主播说联播#【#疫情面前不分武汉人和非武汉人#】今天，进出武汉的通道进行了管制甚至封闭。这不是要封闭这座城，而是努力封住病毒扩散通道，封堵病源移动路径。全国人民对武汉的支援将一直是开放的、全方位的，绝不会封闭。疫情面前，不分武汉人和非武汉人，因为面对疫情，除了战胜它我们也别无选择！ ?  展开全文c
0,成都关工委,01月24日 01:15,#武汉网约出租车停止运营#【武汉防疫一线年轻护士：万一的话...我的同事会救我的】穿上防护服的她，每次都闷得浑身湿透；一头扎进隔离病房的他10个小时也顾不上喝口水，奋战在疫情一线的他们，从未胆怯迟疑。“有想过自己也被感染的风险吗？”“万一的话……我的同事会救我的。” 这群白衣战士们彼此相 ?  展开全文c
0,观视频工作室,01月24日 01:28,【科技袁人】关于新型肺炎疫情，我们有些话想对你说#哔哩哔哩#袁老师也一直在关注武汉的疫情啊！听袁老师第一次讲《鼠疫》的故事，那时候还是在俺这儿呢！今天，我们有幸在现实中的中国看到了这样一群如同故事中描绘的医护英雄，是这个紧张焦虑的时刻最让我们宽慰动容的事！也期望袁老师不久之后就能 ?  展开全文c
0,华商报,01月24日 01:54,【湖北省内进出武汉市航班列车客车客轮一律暂停】湖北省新冠肺炎疫情防控指挥部通告：①湖北旅行社暂停经营活动，不再组团收客；已经组团的一律取消或延期。②湖北大专院校推迟开学时间、中小学、幼儿园推迟开学时间。③省内党政机关、企事业单位、驻军及武警部队所属人员出差取消。④各地招商引资活动 ?  展开全文c
0,上饶信使,01月24日 02:02,#上饶生活# 【#新型冠状病毒来源是野生动物# 野生动物如何引发疫情？】新型冠状病毒的来源是武汉一家海鲜市场非法销售的野生动物。近年来世界各地出现的新发传染病，超过70%来源于动物，包括SARS、埃博拉、尼帕病毒，这些疫情是怎么由野生动物引发的？_浮梦逍遥 #全国确诊新型肺炎病例#  ?  展开全文c
1,StandbYee_易烊千玺个站,01月24日 02:06,易烊千玺#跟着易烊千玺益起来#@TFBOYS-易烊千玺近日，新型冠状病毒肺炎的疫情讯息牵动着人心，得知前线医疗物资紧张，sby尽以绵薄之力，按照医用防护技术要求标准采购了一批物资捐赠武汉大学人民医院，感谢所有医务人员和专家小组，向一线的全体工作者致以敬意！天佑中华，祈愿平安，武汉 ?  展开全文c
-1,CreamyBanana,01月24日 02:10,要是这次肺炎病毒是什么僵尸病毒，武汉现在已经可以玩生化危机了吧。跟灾难片电影似的。头一个月政府的职能和抵抗完全不存在似的。艺术源自生活，可能是人类历史上，这样的事情发生过太多次，所以电影拍出来、科幻的小说写出来、游戏做出来，就是这样。 ?
1,主持人扬帆,01月24日 02:15,#全国确诊新型肺炎病例#武汉已经封城了，终于是想尽一切办法开始控制病毒，这个病毒来源于中国人吃的野味，这个视频告诉大家为什么野生动物以前可以吃现在不能吃了。#抗击新型肺炎第一线#  L天天睡不醒的微博视频 ?
0,南宁同城会,01月24日 02:29,#全国确诊新型肺炎病例# #广西身边事# 【致武汉来邕返邕人员的一封信】各位武汉来邕、返邕人员：连日来，新型冠状病毒感染的肺炎疫情席卷而来，全国各地正积极有效开展疫情防控工作。疫情发生后，党中央、国务院高度重视，习近平总书记作出重要指示，李克强总理作出批示。为守护人民群众身体健康和 ?  展开全文c
1,南宁同城会,01月24日 02:29,#全国确诊新型肺炎病例# #广西身边事# 【致武汉来邕返邕人员的一封信】各位武汉来邕、返邕人员：连日来，新型冠状病毒感染的肺炎疫情席卷而来，全国各地正积极有效开展疫情防控工作。疫情发生后，党中央、国务院高度重视，习近平总书记作出重要指示，李克强总理作出批示。为守护人民群众身体健康和 ?  展开全文c
0,沈阳sz1961sy,01月24日 02:35,【中山首例新型肺炎确诊病例为轻症患者，目前已退烧】? ? ? 2中山#中山身边事# 1月23日，广东省卫生健康委公布了中山市第一例新型冠状病毒确诊病例。当天下午，中山市政府新闻办公室召开新闻发布会，中山市卫生健康局通报了中山首例新型冠状病毒感染的肺炎确诊病例相关情况，并介绍疫情 ?  展开全文c
-1,博主吃瓜,01月24日 02:37,#全国确诊新型肺炎病例# 武汉患病毒者又跑一个了？跑出来报复社会？ ?
0,广西新闻网,01月24日 02:40,#壮观新闻# #全国确诊新型肺炎病例# 【河池市卫生健康委员会：河池市首例新型冠状病毒感染的肺炎病例确诊】1月24日凌晨，广西壮族自治区卫生健康委发布通报，河池市首例疑似新型冠状病毒感染的肺炎病例确诊。患者李某，男，33岁，宜州区人，2020年1月13日至1月17日在武汉某医院进行软件开发和维护工 ?  展开全文c
0,广西新闻网,01月24日 02:42,#壮观新闻# #全国确诊新型肺炎病例# 【北海市卫生健康委员会：北海新增3例输入性新型冠状病毒感染的肺炎确诊病例】截止1月24日凌晨1时，北海市新增新型冠状病毒感染的肺炎确诊病例3例。患者韩某，女，72岁，武汉市民，1月18日到达北海，19日出现发热、乏力等症状，到基层卫生院就诊后转入我市定点医院 ?  展开全文c
1,BornForYEE易烊千玺,01月24日 02:58,#跟着易烊千玺益起来##武汉加油# @TFBOYS-易烊千玺 「心系武汉 风雨同舟」新冠病毒肺炎来势汹汹，疫情动态时刻牵动人心。在当前物资告急的情势下，暴风雨响应武汉新冠肺炎防控指挥部号召，以易烊千玺先生粉丝的名义，按照相关医疗防护技术要求，采购医疗防护物资一批，捐赠予「武汉儿童医院」。 ?  展开全文c
0,wuli妖妖,01月24日 03:09,#安徽确诊新冠肺炎15例##恳请安徽宣传疫情防范##安徽快去抄河南作业# 顶一下家乡热搜 河南政府这次是真的牛皮！！！！河南真棒！！！但是相邻武汉的安徽真的没有太大的动静，我要急死了初三我就要回合肥了我到现在 看了很多微博  总结一下：①一条关于预防病毒的短信都没有收到过② ?  展开全文c
0,东方财富网,01月24日 03:30,【财政部紧急下拨湖北省新型冠状病毒感染的肺炎疫情防控补助资金10亿元】近日，湖北省武汉市等地陆续发生新型冠状病毒感染的肺炎疫情，防控形势严峻。为贯彻落实习近平总书记关于新型冠状病毒感染肺炎疫情的重要指示精神，支持打好疫情防控攻坚战，1月23日，按照国务院部署，财政部紧急下拨湖北省新型 ?  展开全文c
0,东方财富网,01月24日 03:30,【财政部紧急下拨湖北省新型冠状病毒感染的肺炎疫情防控补助资金10亿元】近日，湖北省武汉市等地陆续发生新型冠状病毒感染的肺炎疫情，防控形势严峻。为贯彻落实习近平总书记关于新型冠状病毒感染肺炎疫情的重要指示精神，支持打好疫情防控攻坚战，1月23日，按照国务院部署，财政部紧急下拨湖北省新型 ?  展开全文c
1,chim_chimmim,01月24日 03:32,#全国确诊新型肺炎病例##武汉加油#  一场疫病涌现了许许多多的人有善良之人，有勇敢之人，有无知之人，有邪恶之人在这场抵抗病毒入侵的战役中人性的弱点被一一的暴露出来谣言四起，恐惧与不安将我们包围我们要战胜的不仅仅是冠状病毒，更是每个人埋藏在心底的那份罪恶隐瞒病情，不带口罩。。。 ?  展开全文c
1,军事爆料圈,01月24日 03:37,武汉市第七医院，市民排队等候检查！武汉加油！祈福所有人员平安无事！? 致敬白衣战士！辛苦了！武汉挺住！#全国确诊新型肺炎病例##新型冠状病毒##武汉加油# O网页链接 ?
0,军事爆料圈,01月24日 03:43,抗击疫情，他们承受着难以想象的压力！加油！致敬白衣战士！武汉挺住，加油武汉！#武汉加油##新型冠状病毒##全国确诊新型肺炎病例# O网页链接 ?
0,青春的星月之城,01月24日 04:01,德国吕贝克大学的研究员Rolf Hilgenfeld教授已经带着新研发出的防病毒药剂飞往中国，估计下飞机先去德国大使馆交接一下，然后去武汉进行病原研究，感谢帮助！#全国确诊新型肺炎病例##武汉加油##德国大使馆# @德国驻华大使馆 ?
1,军事爆料圈,01月24日 04:11,湖北武汉、鄂州、黄冈、赤壁、仙桃、枝江、潜江7个地区“封城”。 这只是控制蔓延，不是封城，这是负责人的态度，不能把病毒放出去了。（DV现场）武汉加油，湖北加油！中国加油！各地医生驰援湖北，随时奔赴前线！[米奇比心][米奇比心][米奇比心]#武汉加油##新型冠状病毒# ?  展开全文c
0,兰卡斯特大学,01月24日 04:13,兰卡斯特大学 “武汉新型冠状病毒肺炎事件”校方回应：学校已组建团队实时关注武汉新型冠状病毒肺炎的最新消息。目前同学们可以从以下两个英文网站获取更多信息 （一定要看！）：世界卫生组织最新状况报告，旅行建议和自我防范措施等信息 O网页链接 英国政府对于此次疾病爆发的 ?  展开全文c
0,赵林-甘露公益,01月24日 04:15,博爱精神 【美国首例新型肺炎病例治疗过程披露：由机器人治疗，患者状况令人满意】据英国《卫报》报道，为了防止病毒的进一步传染，美国首例新型肺炎病患在治疗过程中是身处隔离室内，由机器人进行治疗。这名患者是美国华盛顿州居民，在从中国武汉返美之后，最早在西雅图就诊。1月20日，这名3 ?  展开全文c
0,邯郸大小事,01月24日 04:23,【#河北确诊第2例新冠肺炎病例#】1月23日，河北省确诊第2例新型冠状病毒感染的肺炎病例。患者陈某，男，80岁，沧州市南皮县人，在武汉探亲居住2月余，返回南皮县后出现胸闷、呼吸困难，入院隔离治疗，伴有高血压、慢性支气管炎、肺气肿等基础疾病，1月22日抢救无效死亡。1月23日，省市专家组依据新型冠 ?  展开全文c
0,生命时报,01月24日 04:42,【#河北1例新型肺炎病例死亡#】1月23日，河北省确诊第2例新型冠状病毒感染的肺炎病例。患者陈某，男，80岁，沧州市南皮县人，在武汉探亲居住2月余，返回南皮县后出现胸闷、呼吸困难，入院隔离治疗，伴有高血压、慢性支气管炎、肺气肿等基础疾病，1月22日抢救无效死亡。1月23日，省市专家组依据新型冠状 ?  展开全文c
1,yota尤塔,01月24日 04:50,转一位在德国的朋友:#全国确诊新型肺炎病例# 德国吕贝克的医学教授Hilgenfeld已经带着新研发出的防病毒药剂飞往中国武汉，药剂不是在短时间内研发的 ，而是经过十几年的关于Sars还有冠状病毒的研究所得出的成果，希望有效！? ?  2波兰·波兹南 ?
0,黄小邪在纽约,01月24日 04:51,“根据国家卫健委的通报，截至1月23日零点，共统计到国内新型冠状病毒感染的肺炎确诊病例571例，其中超过400例来自湖北。死亡17例，均来自湖北。此刻的武汉面临以下问题：试剂盒数量不够、确诊艰难、床位短缺、高度疑似患者仍在自由流动。”O试剂盒供不应求，武汉新型冠状病毒肺炎确诊之难 ?
0,德国视姐,01月24日 05:06,真是应了那句话，养兵千日用兵一时! 德国吕贝克的Rolf Hilgenfeld坚持对#冠状病毒# 的研究有了几年或者十几年，现在他带着他的防毒药剂已经在飞往武汉的飞机上了。 佩服德国人的巨匠精神! 冠状病毒属于稀有病毒，经济利益的驱使下大型医药公司都对这个研究都不感兴趣。 在没有大量资金赞助的条件下，这 ?  展开全文c
1,三班长-向着军旗敬礼,01月24日 05:09,#武汉加油#【武汉“封城”，拼车司机涨价10倍带人离开】据新京报报道，为做好新型冠状病毒感染的肺炎疫情防控工作，武汉宣布交通“封城”。23日下午，记者注意到武汉一些拼车群内的司机开始涨价，100多公里收费800元甚至更多带人离开武汉。多名拼车司机称，平时拼车每人80元，现在是特殊时期，高速已关 ?  展开全文c
0,今日邵阳,01月24日 05:15,【湖南省疾控中心向从湖北（武汉）返湘或来湘朋友发出告知书】截至1月23日16时，湖南省累计报告新型冠状病毒感染的肺炎确诊病例9例，其中8例发病前两周内有武汉市旅行史或居住史，1例与确诊病例有密切接触史。为有效防控新型冠状病毒感染的肺炎疫情，湖南省疾病预防控制中心专家向从湖北（武汉）返湘或 ?  展开全文c
0,联合国新闻,01月24日 05:15,【世卫组织紧急会议：#新型冠状病毒# 尚未构成“国际关注的突发公共卫生事件”】世界卫生组织今天（1月23日）就武汉 新型冠状病毒疫情再次在日内瓦召集紧急委员会会议。委员会决定在十天内或更早，再次讨论新型冠状病毒疫情是否构成“国际关注的突发公共卫生事件”。 世卫组织总干事谭德塞表示 ?  展开全文c
0,糯米夏团,01月24日 05:16,#全国确诊新型肺炎病例# 他带着抑制剂去中国了，德国吕贝克的顶尖科学家Rolf Hilgenfeld教授，从sars之后就一直常年在钻研类似病毒。现带着可能有用的抗病毒试剂正飞往中国武汉一线，希望有用，希望有用，感恩，科学无国界 2德国·柏林 ?
0,蒋佩茹医生,01月24日 05:44,快讯！英媒：英国出现4例新型肺炎疑似病例，系中国武汉游客环球网01-23 23:18据英国《每日邮报》刚刚消息，英国出现4例新型冠状病毒感染肺炎疑似病例。4人系来自武汉的中国游客，目前正接受隔离治疗。法新社22日曾称，英国当天加强了对来自中国武汉航班的监控。英格兰公共卫生局还将感染的风险级 ?  展开全文c
1,漠宏庵,01月24日 05:49,《2020年春节联欢晚会》节目单正式出炉！金鼠纳福、庚子贺岁。1月24日除夕之夜，在全国人民都为武汉新型肺炎揪心的时刻，2020央视春晚节目马上就要到点了，这让很多人感到纠结，传统节日期间恰遇新型肺炎病毒肆虐，希望在春晚节目中能够穿插直播；在一线奋力抗击新型肺炎病毒的医务人员英勇事迹，为广 ?  展开全文c
0,笑笑真情话,01月24日 06:04,#主播说联播#【#疫情面前不分武汉人和非武汉人#】进出武汉的通道进行了管制甚至封闭。这不是要封闭这座城，而是努力封住病毒扩散通道，封堵病源移动路径。全国人民对武汉的支援将一直是开放的、全方位的，绝不会封闭。面对疫情，除了战胜它我们也别无选择#新型肺炎不构成国际突发卫生事件#  ?  展开全文c
0,紫荆树,01月24日 06:26,【上海重启“小汤山模式”，集中收治肺炎病人】武汉肺炎病毒疫情仍在蔓延，作为重要交通枢纽的上海已成为湖北外确诊人数最多的城市。截至1月22日24时，上海累计发现确诊病例16例，其中1例危重症，另有22例疑似病例正在排查中。为应对疫情，上海已在位于金山区的上海市公共卫生临床中心设置了新型冠状病 ?  展开全文c
0,屏山在线,01月24日 06:26,武汉已经封城了，终于是想尽一切办法开始控制病毒，这个病毒来源于中国人吃的野味，这个视频告诉大家为什么野生动物以前可以吃现在不能吃了。#全国确诊新型肺炎病例##抗击新型肺炎第一线#  L天天睡不醒的微博视频 ???
0,北美新浪,01月24日 06:30,#环球见闻# #近距离看全球# 【拉美3国出现新型肺炎疑似病例 患者均从中国出发】1月22日，墨西哥通报首例疑似新型冠状病毒病例，患者为57岁大学生物教授。2019年12月15日前往中国，期间曾停留武汉。2020年1月11日返回墨西哥后出现流鼻涕、干咳症状。此外，哥伦比亚、巴西两个拉美国家也通报首例疑似新型 ?  展开全文c
0,山东高法,01月24日 06:31,#法治声音# 【武汉，我们都在这里】“非典”时，集举国之力控制住了北京疫情，最终全国脱离了险境。今天，我们可能面临同样的选择，那就是必须集中优势、集合资源，打赢这场没有硝烟的战争，帮助武汉早日控制住疫情，如此方可确保全国安全。这是所有武汉人的心声，也会是全国人民的心声。 ?  展开全文c
0,军报记者,01月24日 06:32,#军报版面导读# 【以非常之役迎战非常之疫】一场阻击非常疫情的非常战役打响了。自1月23日10时起，武汉市城市公交、地铁、轮渡、长途客运暂停运营；机场、火车站离汉通道暂时关闭。在全面防控新型冠状病毒感染的肺炎疫情的紧要关头，这是阻止疫情扩散的必要之举，也是面对来势汹汹疫情的非常之举。 ?  展开全文c
0,燕阵沧州,01月24日 06:32,#预防新型冠状病毒肺炎# 【预防新冠肺炎的中药药方来了】湖北省医疗救治组专家、湖北省人民医院呼吸科教授胡克介绍，为进一步加强湖北省新型冠状病毒感染的肺炎医疗救治共走，依据国家卫生健康委发布的《新型冠状病毒感染的肺炎诊疗方案（试行第三版）》，总结全省尤其是武汉市近期诊治新型冠状病毒感 ?  展开全文c
0,军报记者,01月24日 06:32,#军报版面导读# 【以非常之役迎战非常之疫】一场阻击非常疫情的非常战役打响了。自1月23日10时起，武汉市城市公交、地铁、轮渡、长途客运暂停运营；机场、火车站离汉通道暂时关闭。在全面防控新型冠状病毒感染的肺炎疫情的紧要关头，这是阻止疫情扩散的必要之举，也是面对来势汹汹疫情的非常之举。 ?  展开全文c
0,漠宏庵,01月24日 06:50,#兴趣话题# “武汉新型肺炎病毒”能预防、可控制、能治愈！世卫组织暂不将新型冠状病毒肺炎疫情确定为“国际关注的突发公共卫生事件”。大家可以放心了啊，搞好室内卫生和通风，勤洗手，注意饮食卫生，开开心心，轻轻松松过大年！ ?
0,漠宏庵,01月24日 06:50,#兴趣话题# “武汉新型肺炎病毒”能预防、可控制、能治愈！世卫组织暂不将新型冠状病毒肺炎疫情确定为“国际关注的突发公共卫生事件”。大家可以放心了啊，搞好室内卫生和通风，勤洗手，注意饮食卫生，开开心心，轻轻松松过大年！ ???《世卫组织暂不将新型冠状病毒肺炎疫情确定为“国际关注的突发 ?  展开全文c
0,蒋涛CSDN,01月24日 06:56,“孝感市则在今晚发布消息称，截至1月22日24:00，全市发热门诊共接诊发热病人1200例，高度疑似的9名患者已收至定点医疗机构隔离病区救治” 按这个比例武汉发热门诊病人数据，至少20倍以上『不止武汉，黄冈、襄阳等湖北各地新型冠状病毒肺炎防控形势严峻_凤凰网资讯_凤凰网』O不止武汉，黄冈、襄阳等湖北各地新型冠状病毒肺炎防控形势严峻 ?
0,施力勤,01月24日 06:57,特别喜欢的这张照片可以获普利策奖。#武汉冠状病毒肺炎# ?
1,谁年轻没爱过几个渣渣,01月24日 06:57,肩负使命肩负责任，我院无条件接受政府决定：昨天下午所有住院病人全部转移，腾空整个医院，作为防疫隔离区域，专门收治新型冠状病毒性肺炎病人和疑似病类。“凤凰涅槃，浴火重生”！为我们的白衣天使加油，武汉加油，黄冈加油，浠水加油，浠水中医院加油！? ? ?  2黄冈·浠水县 ?
0,中国之声,01月24日 07:00,#早安今天#又是一年除旧岁。当你贴上喜庆的春联与福字，和亲朋好友把臂共话时，不要忘记在抗击疫情最前线的医护人员，是他们的担当在保障万千家庭的幸福团圆；不要忘记与疫情奋战的整个武汉，一座城市和他的市民为战胜疫情默默奉献。除夕除夕，除旧布新，祝疫情早日驱散，祝每一个家庭都健康平安！ ?
0,发布聊城,01月24日 07:06,#武汉一名新型肺炎患者被成功救治#病毒如何从动物传染给人类？来自一个物种的病原体如何感染另一个物种？是什么让这种变异如此危险？TED科普动画告诉你答案。LYouTube热门的微博视频 ???
0,大河报,01月24日 07:08,【转发！郑州火车站：已停售到武汉、武昌、汉口车票】记者从郑州市火车站获悉，目前该站已停售到武汉、武昌、汉口等方向的车票！大河#疫情实时播报# 话题上线，24小时不间断播报 O转发周知！郑州火车站：已停售到武汉、武昌、汉口车票！ ?
0,564,01月24日 07:10,【#武汉市民因疫情取消年夜饭#，酒店提前关门路边甩卖食材】1月23日，湖北武汉市民纷纷响应疫情相关防控措施规定，取消了在酒店预定的年夜饭。一酒店因无人就餐提前关门，将为年夜饭准备的食材放在路边低价甩卖。酒店老板称，海鲜不甩卖就可惜了，只想卖完回家过年。#武汉封城后的市民生活##疫情地图# ?  展开全文c
0,青海法制报,01月24日 07:15,【青海省新型冠状病毒感染的肺炎疫情处置工作领导小组健康提示】健康提示近期，新型冠状病毒感染的肺炎疫情在湖北武汉市等多地发病。为了您和家人的健康，温馨提示大家：一、没有特殊情况，在防控期间请不要前往湖北武汉市。二、注意个人防护，勤洗手、多通风，尽量避免到公众场所和人员密集的 ?  展开全文c
1,创业家传媒,01月24日 07:18,【#各地医生驰援湖北#，医护请战上演“最美逆行”】随着湖北的疫情发展，武汉开通24小时电话接收社会各界爱心捐赠。广西一公司捐出10万个罗汉果，多家电商平台召集供应商调配口罩、防护服等专供湖北。上海、四川等地医护人员上演“最美逆行”，驰援武汉共同抗击疫情。@一手Video L一手video的秒拍视频  ?  展开全文c
0,蚌埠公安在线,01月24日 07:26,#在线发布# 致广大市民朋友：鉴于近期疫情形势，所有从武汉来蚌人员请主动向所在社区报告、登记、接受询访、居家观察，不要外出。同时，请广大市民劝说武汉亲朋近期不要来蚌。               蚌埠市新型冠状病毒感染的肺炎疫情防控应急指挥部 ?
-1,麻六游戏,01月24日 07:30,来自武汉新型肺炎网友的无奈，没想到不愿意做传染源，不愿意做大毒王，不愿意到处散播病毒的他，竟然没有地方可以住院隔离？！无奈！心痛！突然很理解武汉封城前跑出来的一批难民，突然明白封城后还在偷跑的难民，或许难民这个词有点过了，但我觉得如果是我，我也得跑吧！至少跑出来别的城市会抓住我 ?  展开全文c
1,西部记者,01月24日 07:30,专家管轶谈武汉肺炎：病毒源头已被毁   本月27-28可能又是发病潮威欧斯智库  俗称“武汉肺炎”的新型冠状病毒感染肺炎，从似乎与己无关忽然到了人人自危的程度，势必成为庚子大年最揪住民心的话题。地处南粤身在特区的香港人，难免勾起17年非典疫情的恐怖记忆。而今，香港和广东的专家都积极参与了 ?  展开全文c
0,半月谈,01月24日 07:39,【#疫情面前不分武汉人和非武汉人#】进出武汉的通道进行了管制甚至封闭。这不是要封闭这座城，而是努力封住病毒扩散通道，封堵病源移动路径。全国人民对武汉的支援将一直是开放的、全方位的，绝不会封闭。疫情面前，不分武汉人和非武汉人，因为面对疫情，除了战胜它我们也别无选择！  ?  展开全文c
0,红星新闻,01月24日 07:39,【转发辟谣！#吸烟喝酒可抵抗疫情系谣言#】白岩松：①抽烟抵抗了SARS也可抵抗新型冠状病毒？这谣言太Low了。②用钟南山院士的画面称“饮高度酒对抗冠状病毒”？真相其实是：75%的酒精能够杀灭病毒，即用医用酒精擦拭手机、双手等日常接触的地方进行消毒是有用的，可没说“喝”！请停止散播谣言！ ?  展开全文c
0,新浪视频,01月24日 07:43,周四#世卫组织新闻发布会#部分要点：①总干事谭德塞表示，我今天没有宣布中国#新型冠状病毒#为国际突发公共卫生事件，不代表世卫组织认为情况不严重，或者我们没有对此事认真对待。②世卫组织已收到584例确诊病例。其中575例来自中国，包括17例死亡病例。其他病例来自日本、韩国、新加坡、泰国、越 ?  展开全文c
0,湖北日报,01月24日 07:44,#湖报导读# 1、蒋超良主持省委常委会（扩大）会议暨省肺炎防控指挥部第二次会议强调，以更严密措施强化防控 坚决遏制疫情扩散蔓延；2、蒋超良赴武汉市金银潭医院看望慰问医务工作者；3、王晓东主持召开省政府常务会议强调，落实最严防控措施，坚决阻断疫情传播；4、湖北省新型冠状病毒感染的肺炎疫情防 ?  展开全文c
1,CCTV4,01月24日 07:49,#武汉护士的朋友圈#【他们#瞒着家人抗击新型肺炎#】“我可以上！但请别告诉我妈妈！”“只有在‘战场’上，我才能安心过好年！”“我愿意”“我报名”“我带头”…… 武汉大学人民医院医生们，瞒着家人报名加入抗击新型冠状病毒肺炎的最前线！保重，每一位无畏的逆行人！我们一起打赢这场疫情防控战！  ?  展开全文c
0,山东长安网,01月24日 07:52,【#武汉市民因疫情取消年夜饭#，酒店提前关门路边甩卖食材】1月23日，湖北武汉市民纷纷响应疫情相关防控措施规定，取消了在酒店预定的年夜饭。一酒店因无人就餐提前关门，将为年夜饭准备的食材放在路边低价甩卖。酒店老板称，海鲜不甩卖就可惜了，只想卖完回家过年。#武汉封城后的市民生活##疫情地图# ?  展开全文c
